chart_id,model,question,explanation,vega_lite_spec,spec
1j7gx35h6i9mpi6j,gpt-5.4-nano,What is the difference between the proportion of respondents who value beauty products and the proportion of respondents who value books?,"Find the proportion of respondents who value beauty products.
Find the percentage of respondents who value books.
Subtract two values.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/bar/grouped/1j7gx35h6i9mpi6j.csv""},""description"":""Grouped bar chart for 1j7gx35h6i9mpi6j.csv"",""encoding"":{""color"":{""field"":""Response"",""type"":""nominal""},""column"":{""field"":""Item"",""header"":{},""type"":""ordinal""},""x"":{""axis"":{""title"":""""},""field"":""Response"",""type"":""nominal""},""y"":{""axis"":{""grid"":false},""field"":""Share of respondents"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Item"",""id"":""n1"",""include"":[""Beauty products""],""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter""},{""field"":""Item"",""id"":""n2"",""include"":[""Beauty products""],""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":1,""source"":""recursive_step=2;taskId=o2;auto=dimFilter"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""filter""},{""field"":""Share of respondents"",""id"":""n3"",""meta"":{""inputs"":[""n2""],""nodeId"":""n3"",""sentenceIndex"":1,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p3"",""phase"":3}},""op"":""average""}],""ops2"":[{""field"":""Item"",""id"":""n4"",""include"":[""Books""],""meta"":{""inputs"":[],""nodeId"":""n4"",""sentenceIndex"":2,""source"":""recursive_step=3;taskId=o3"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter""},{""field"":""Share of respondents"",""id"":""n5"",""meta"":{""inputs"":[""n4""],""nodeId"":""n5"",""sentenceIndex"":2,""source"":""recursive_step=4;taskId=o4"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""average""}],""ops3"":[{""field"":""Share of respondents"",""id"":""n6"",""meta"":{""inputs"":[""n2"",""n4""],""nodeId"":""n6"",""sentenceIndex"":3,""source"":""recursive_step=5;taskId=o5"",""view"":{""parallelGroup"":""p3"",""phase"":3}},""op"":""diff"",""signed"":true,""targetA"":""ref:n2"",""targetB"":""ref:n4""}],""text_chunks"":{""ops"":""Find the proportion of respondents who value beauty products."",""ops2"":""Find the percentage of respondents who value books."",""ops3"":""Subtract two values.""}}"
2yech0pea1xihind,gpt-5.4-nano,What is the sum of percentage using META's platform as a separate times a day?,"Count 'several times a day' of the meta platform
Sum all the values","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/stacked/2yech0pea1xihind.csv""},""description"":""Stacked Bar chart for 2yech0pea1xihind.csv"",""encoding"":{""color"":{""field"":""Frequency"",""type"":""nominal""},""x"":{""field"":""Platform"",""type"":""nominal""},""y"":{""field"":""Percentage"",""type"":""quantitative""}},""mark"":""bar""}","{""ops2"":[{""field"":""Percentage"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":2,""source"":""recursive_step=1;taskId=o2"",""view"":{""phase"":1}},""op"":""sum""}],""text_chunks"":{""ops2"":""Sum all the values""}}"
64ue1v00wj8vg48e,gpt-5.4-nano,What is the difference between the average of the values before 2010 and the average of the values after 2010 in should be valid?,"Find the average value of the values before 2010 of should be value.
Find the average value of the should be value since 2010.
Find the difference between the two values.","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/multiple/64ue1v00wj8vg48e.csv""},""description"":""Multiple line chart for 64ue1v00wj8vg48e.csv"",""height"":400,""layer"":[{""encoding"":{""color"":{""field"":""Opinion"",""legend"":{""labelFontSize"":11,""title"":""Opinion"",""titleFontSize"":12},""type"":""nominal""},""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Share of respondent"",""titleFontSize"":13,""titlePadding"":10},""field"":""Share of respondent"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""color"":{""field"":""Opinion"",""type"":""nominal""},""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Opinion"",""title"":""Opinion"",""type"":""nominal""},{""field"":""Share of respondent"",""title"":""Share of respondent"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Share of respondent"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Year"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter"",""operator"":""between"",""value"":[""1996"",""2009""]},{""field"":""Share of respondent"",""group"":""Should be valid"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":1,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""average""}],""ops2"":[{""field"":""Year"",""id"":""n3"",""meta"":{""inputs"":[],""nodeId"":""n3"",""sentenceIndex"":2,""source"":""recursive_step=3;taskId=o3"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter"",""operator"":""between"",""value"":[""2010"",""2021""]},{""field"":""Share of respondent"",""group"":""Should be valid"",""id"":""n4"",""meta"":{""inputs"":[""n3""],""nodeId"":""n4"",""sentenceIndex"":2,""source"":""recursive_step=4;taskId=o4"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""average""}],""ops3"":[{""id"":""n5"",""meta"":{""inputs"":[""n2"",""n4""],""nodeId"":""n5"",""sentenceIndex"":3,""source"":""recursive_step=5;taskId=o5"",""view"":{""phase"":3}},""op"":""diff"",""signed"":true,""targetA"":""ref:n2"",""targetB"":""ref:n4""}],""text_chunks"":{""ops"":""Find the average value of the values before 2010 of should be value."",""ops2"":""Find the average value of the should be value since 2010."",""ops3"":""Find the difference between the two values.""}}"
1dm30xw1gpjo8ke5,gpt-5.4-nano,What is the average of the maximum and minimum values of share of GDP?,"Find the maximum value of shared of GDP.
Find the minimum value of shared of GDP.
Find the average of the two values.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/simple/1dm30xw1gpjo8ke5.csv""},""description"":""Simple Bar chart for 1dm30xw1gpjo8ke5.csv"",""encoding"":{""x"":{""field"":""Category"",""type"":""nominal""},""y"":{""field"":""Share of GDP"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Share of GDP"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""findExtremum"",""which"":""max""}],""ops2"":[{""field"":""Share of GDP"",""id"":""n2"",""meta"":{""inputs"":[],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""findExtremum"",""which"":""min""}],""ops3"":[{""field"":""Share of GDP"",""id"":""n3"",""meta"":{""inputs"":[""n1""],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":2}},""op"":""average""}],""text_chunks"":{""ops"":""Find the maximum value of shared of GDP."",""ops2"":""Find the minimum value of shared of GDP."",""ops3"":""Find the average of the two values.""}}"
8hiwwys6qkrbtapb,gpt-5.4-nano,What is the difference between the average crime rate in the years before 2010 and the average crime rate in the years since 2010?,"Find the crime rates for the years before 2010.
Average the values.
Find the crime rates for the years since 2010.
Average the values.
Find the difference between the two values.","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/simple/8hiwwys6qkrbtapb.csv""},""description"":""Simple line chart for 8hiwwys6qkrbtapb.csv"",""height"":400,""layer"":[{""encoding"":{""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Crime rate per 1,000 population"",""titleFontSize"":13,""titlePadding"":10},""field"":""Crime rate per 1,000 population"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Crime rate per 1,000 population"",""title"":""Crime rate per 1,000 population"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Crime rate per 1,000 population"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Year"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter"",""operator"":""between"",""value"":[""2002/03"",""2009/10""],""xKindHint"":""ordinal""}],""ops2"":[{""field"":""Crime rate per 1,000 population"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""average""}],""ops3"":[{""field"":""Year"",""id"":""n3"",""meta"":{""inputs"":[],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter"",""operator"":""between"",""value"":[""2010/11"",""2019/20""],""xKindHint"":""ordinal""}],""ops4"":[{""field"":""Crime rate per 1,000 population"",""id"":""n4"",""meta"":{""inputs"":[""n1""],""nodeId"":""n4"",""sentenceIndex"":4,""source"":""recursive_step=4;taskId=o4"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""average""}],""ops5"":[{""field"":""Crime rate per 1,000 population"",""id"":""n5"",""meta"":{""inputs"":[""n2"",""n4""],""nodeId"":""n5"",""sentenceIndex"":5,""source"":""recursive_step=5;taskId=o5"",""view"":{""phase"":3}},""op"":""diff"",""signed"":false,""targetA"":""ref:n2"",""targetB"":""ref:n4""}],""text_chunks"":{""ops"":""Find the crime rates for the years before 2010."",""ops2"":""Average the values."",""ops3"":""Find the crime rates for the years since 2010."",""ops4"":""Average the values."",""ops5"":""Find the difference between the two values.""}}"
1mzcynif2s4mm6ps,gpt-5.4-nano,What is the difference between the Enterprises sum and the Providers sum?,"Find the sum of Enterprises values.
Find the sum of Provider values.
Find the difference between the two values.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/bar/grouped/1mzcynif2s4mm6ps.csv""},""description"":""Grouped bar chart for 1mzcynif2s4mm6ps.csv"",""encoding"":{""color"":{""field"":""Respondent Group"",""type"":""nominal""},""column"":{""field"":""Item"",""header"":{},""type"":""ordinal""},""x"":{""axis"":{""title"":""""},""field"":""Respondent Group"",""type"":""nominal""},""y"":{""axis"":{""grid"":false},""field"":""Share of respondents"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Share of respondents"",""group"":""Enterprises"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""sum""}],""ops2"":[{""field"":""Share of respondents"",""group"":""Provider"",""id"":""n2"",""meta"":{""inputs"":[],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""sum""}],""ops3"":[{""field"":""Share of respondents"",""id"":""n3"",""meta"":{""inputs"":[""n1"",""n2""],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":2}},""op"":""diff"",""signed"":true,""targetA"":""ref:n1"",""targetB"":""ref:n2""}],""text_chunks"":{""ops"":""Find the sum of Enterprises values."",""ops2"":""Find the sum of Provider values."",""ops3"":""Find the difference between the two values.""}}"
54gh54f24irr63pb,gpt-5.4-nano,Which of the most recent year's Party_advantage values has the largest Party_Advantage value of all years?,"Find the most recent year Number_of_States.
Find the smallest of the values.
Finds the value with the largest value in the entire year.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/stacked/54gh54f24irr63pb.csv""},""description"":""Stacked Bar chart for 54gh54f24irr63pb.csv"",""encoding"":{""color"":{""field"":""Party_Advantage"",""type"":""nominal""},""x"":{""field"":""Year"",""type"":""nominal""},""y"":{""field"":""Number_of_States"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Year"",""id"":""n1"",""include"":[""2018""],""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter""}],""ops2"":[{""field"":""Number_of_States"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""findExtremum"",""which"":""min""}],""ops3"":[{""field"":""Party_Advantage"",""id"":""n3"",""meta"":{""inputs"":[""n1""],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""findExtremum"",""which"":""max""}],""text_chunks"":{""ops"":""Find the most recent year Number_of_States."",""ops2"":""Find the smallest of the values."",""ops3"":""Finds the value with the largest value in the entire year.""}}"
1p6uue3hxdxit3ey,gpt-5.4-nano,Which of the responses of people who are 30 to 44 years old have a higher value compared to those who are yes and no?,"1. Check the value of 30 to 44 years.
2. In number 1, compare the value with the value with the response No and the value Yes.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/bar/grouped/1p6uue3hxdxit3ey.csv""},""description"":""Grouped bar chart for 1p6uue3hxdxit3ey.csv"",""encoding"":{""color"":{""field"":""Age Group"",""type"":""nominal""},""column"":{""field"":""Response"",""header"":{},""type"":""ordinal""},""x"":{""axis"":{""title"":""""},""field"":""Age Group"",""type"":""nominal""},""y"":{""axis"":{""grid"":false},""field"":""Percentage of respondents"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Percentage of respondents"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""retrieveValue"",""target"":""30 to 44 years""}],""ops2"":[{""field"":""Percentage of respondents"",""groupA"":""30 to 44 years"",""groupB"":""No"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""compareBool"",""operator"":"">""},{""field"":""Percentage of respondents"",""id"":""n3"",""meta"":{""inputs"":[""n1""],""nodeId"":""n3"",""sentenceIndex"":2,""source"":""recursive_step=3;taskId=o3"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""compareBool"",""operator"":"">"",""targetA"":""ref:n1"",""targetB"":""ref:n1""}],""text_chunks"":{""ops"":""1. Check the value of 30 to 44 years."",""ops2"":""2. In number 1, compare the value with the value with the response No and the value Yes.""}}"
1fngt6cb1d60a2ow,gpt-5.4-nano,"Does the value of all regions except Metro Total exceed 50,000?","Add all the values of the regions except Metro Total.
Compare that value to 50,000.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/simple/1fngt6cb1d60a2ow.csv""},""description"":""Simple Bar chart for 1fngt6cb1d60a2ow.csv"",""encoding"":{""x"":{""field"":""Region/Entity"",""type"":""nominal""},""y"":{""field"":""Number of employees"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""exclude"":[""Metro Total""],""field"":""Region/Entity"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter""},{""field"":""Number of employees"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":1,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""sum""}],""ops2"":[{""id"":""n3"",""meta"":{""inputs"":[""n2""],""nodeId"":""n3"",""sentenceIndex"":2,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":3}},""op"":""compareBool"",""operator"":"">"",""targetA"":""ref:n2"",""targetB"":50000}],""text_chunks"":{""ops"":""Add all the values of the regions except Metro Total."",""ops2"":""Compare that value to 50,000.""}}"
6rvtt4egfl5nmyue,gpt-5.4-nano,If you find the second largest year in value when you sort the values from 2012 to 2017 in descending order when the gender is female?,"Check the value of the person who is a woman.
Check the values from 2012 to 2017 among these values.
Sort the values in descending order.
Find the year of the second-largest value among the values sorted in descending order.","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/multiple/6rvtt4egfl5nmyue.csv""},""description"":""Multiple line chart for 6rvtt4egfl5nmyue.csv"",""height"":400,""layer"":[{""encoding"":{""color"":{""field"":""Gender"",""legend"":{""labelFontSize"":11,""title"":""Gender"",""titleFontSize"":12},""type"":""nominal""},""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Life expectancy at birth in years"",""titleFontSize"":13,""titlePadding"":10},""field"":""Life expectancy at birth in years"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""color"":{""field"":""Gender"",""type"":""nominal""},""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Gender"",""title"":""Gender"",""type"":""nominal""},{""field"":""Life expectancy at birth in years"",""title"":""Life expectancy at birth in years"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Life expectancy at birth in years"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops2"":[{""field"":""Year"",""group"":""female"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":2,""source"":""recursive_step=1;taskId=o2"",""view"":{""phase"":1}},""op"":""filter"",""operator"":""between"",""value"":[""2012"",""2017""],""xKindHint"":""ordinal""}],""ops3"":[{""field"":""Life expectancy at birth in years"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":3,""source"":""recursive_step=2;taskId=o3"",""view"":{""phase"":2}},""op"":""sort"",""order"":""desc"",""orderField"":""Year""}],""ops4"":[{""from"":""left"",""id"":""n3"",""meta"":{""inputs"":[""n2""],""nodeId"":""n3"",""sentenceIndex"":4,""source"":""recursive_step=3;taskId=o4"",""view"":{""phase"":3}},""n"":2,""op"":""nth"",""orderField"":""Year""}],""text_chunks"":{""ops2"":""Check the values from 2012 to 2017 among these values."",""ops3"":""Sort the values in descending order."",""ops4"":""Find the year of the second-largest value among the values sorted in descending order.""}}"
